Date,Open,High,Low,Close,Volume,pct_change,Lag1,Lag2,Lag3,MA_9,MA_21,MA_50,MA_150,MA_200,RSI_14,Target
2005-01-31,80.7,81.75,79.15,81.0,34997800.0,0.0,80.7,82.15,81.75,80.09,77.08,71.75,67.19,67.12,64.80555026530855,82.6
2005-02-01,81.0,83.45,81.35,82.6,75432900.0,0.02,81.0,80.7,82.15,80.72,77.57,72.08,67.33,67.2,68.03777146819601,84.3
2005-02-02,82.6,84.6,82.95,84.3,112396300.0,0.02,82.6,81.0,80.7,81.58,78.02,72.45,67.46,67.28,71.07712980572846,85.45
2005-02-03,84.3,86.55,84.6,85.45,106967900.0,0.01,84.3,82.6,81.0,82.29,78.55,72.83,67.61,67.36,72.95096032013083,84.4
2005-02-04,85.45,85.7,84.15,84.4,29856300.0,-0.01,85.45,84.3,82.6,82.74,79.02,73.19,67.74,67.44,68.58202736855817,87.75
2005-02-07,84.4,88.4,84.45,87.75,172983600.0,0.04,84.4,85.45,84.3,83.34,79.66,73.63,67.88,67.54,73.94366938637327,88.1
2005-02-08,87.75,88.95,87.3,88.1,96287800.0,0.0,87.75,84.4,85.45,84.05,80.32,74.05,68.03,67.63,74.43455569841524,87.55
2005-02-09,88.1,88.5,85.0,87.55,56859600.0,-0.01,88.1,87.75,84.4,84.65,81.03,74.47,68.17,67.73,72.13474804990162,88.3
2005-02-10,87.55,89.0,86.1,88.3,123868700.0,0.01,87.55,88.1,87.75,85.49,81.74,74.9,68.31,67.83,73.34420871914506,88.5
2005-02-11,88.3,89.65,87.8,88.5,74837000.0,0.0,88.3,87.55,88.1,86.33,82.19,75.33,68.45,67.93,73.67237494006945,90.15
2005-02-14,88.5,90.7,88.7,90.15,103018300.0,0.02,88.5,88.3,87.55,87.17,82.78,75.81,68.61,68.04,76.26817945930478,89.75
2005-02-15,90.15,90.25,89.0,89.75,36162700.0,-0.0,90.15,88.5,88.3,87.77,83.54,76.28,68.76,68.15,74.35424613142247,92.15
2005-02-16,89.75,93.15,90.35,92.15,178691800.0,0.03,89.75,90.15,88.5,88.52,84.28,76.79,68.92,68.27,77.93250953372642,94.0
2005-02-17,92.15,94.25,92.9,94.0,94529600.0,0.02,92.15,89.75,90.15,89.58,85.09,77.33,69.1,68.4,80.22316038838426,97.95
2005-02-18,94.0,99.95,93.6,97.95,207233900.0,0.04,94.0,92.15,89.75,90.72,86.11,77.95,69.3,68.54,84.03393947025067,99.8
2005-02-21,97.95,100.8,98.25,99.8,104954400.0,0.02,97.95,94.0,92.15,92.02,87.1,78.6,69.52,68.7,85.44821036884723,99.9
2005-02-22,99.8,101.15,98.3,99.9,103289600.0,0.0,99.8,97.95,94.0,93.39,88.03,79.26,69.75,68.85,85.52286049533407,107.35
2005-02-23,99.9,107.35,98.9,107.35,217511000.0,0.07,99.9,99.8,97.95,95.51,89.22,80.05,70.03,69.04,89.74402343245688,115.4
2005-02-24,107.35,115.4,109.0,115.4,223334000.0,0.07,107.35,99.9,99.8,98.49,90.82,81.03,70.35,69.28,92.34224022902438,118.85
2005-02-25,115.4,123.5,114.0,118.85,290665200.0,0.03,115.4,107.35,99.9,101.68,92.57,82.08,70.7,69.54,93.14388895580863,117.55
2005-02-28,118.85,119.75,116.25,117.55,75083000.0,-0.01,118.85,115.4,107.35,104.77,94.32,83.1,71.04,69.8,89.3483131697316,122.5
2005-03-01,117.55,123.9,117.65,122.5,160902200.0,0.04,117.55,118.85,115.4,108.14,96.3,84.2,71.41,70.07,90.87335269128174,118.75
2005-03-02,122.5,127.8,118.55,118.75,164043200.0,-0.03,122.5,117.55,118.85,110.89,98.02,85.23,71.76,70.33,81.3688060739642,127.65
2005-03-03,118.75,127.65,118.5,127.65,114908700.0,0.07,118.75,122.5,117.55,114.19,100.09,86.43,72.17,70.63,85.29879416572874,137.2
2005-03-04,127.65,137.2,133.0,137.2,119281500.0,0.07,127.65,118.75,122.5,118.35,102.55,87.76,72.65,70.99,88.1799561944295,138.5
2005-03-07,137.2,143.85,137.0,138.5,171307900.0,0.01,137.2,127.65,118.75,122.64,105.13,89.1,73.14,71.34,88.5100648899,148.4
2005-03-08,138.5,148.85,136.1,148.4,204171800.0,0.07,138.5,137.2,127.65,127.2,108.01,90.6,73.69,71.74,90.65130510057931,159.5
2005-03-09,148.4,159.5,149.8,159.5,163027500.0,0.07,148.4,138.5,137.2,132.1,111.41,92.34,74.34,72.19,92.36853421643384,163.0
2005-03-10,159.5,169.0,157.0,163.0,147076400.0,0.02,159.5,148.4,138.5,137.01,115.01,94.14,75.01,72.67,92.81659541212512,164.25
2005-03-11,163.0,166.4,160.1,164.25,70279800.0,0.01,163.0,159.5,148.4,142.19,118.62,95.96,75.68,73.15,92.97522651693556,176.55
2005-03-14,164.25,176.55,166.4,176.55,180455600.0,0.07,164.25,163.0,159.5,148.2,122.82,98.05,76.43,73.69,94.30736939276905,189.75
2005-03-15,176.55,189.75,177.75,189.75,167773500.0,0.07,176.55,164.25,163.0,156.09,127.56,100.35,77.27,74.29,95.3307150736261,186.0
2005-03-16,189.75,197.85,180.75,186.0,179589200.0,-0.02,189.75,176.55,164.25,162.57,132.14,102.58,78.08,74.88,90.36099006939034,176.7
2005-03-17,186.0,187.5,176.7,176.7,39251000.0,-0.05,186.0,189.75,176.55,166.96,136.17,104.62,78.82,75.42,79.31753250188792,167.9
2005-03-18,176.7,184.0,167.9,167.9,101927600.0,-0.05,176.7,186.0,189.75,170.23,139.69,106.5,79.51,75.93,70.53332024877014,159.55
2005-03-21,167.9,163.0,159.55,159.55,5937600.0,-0.05,167.9,176.7,186.0,171.47,142.62,108.2,80.14,76.4,63.36271387622401,151.6
2005-03-22,159.55,151.6,151.6,151.6,2005800.0,-0.05,159.55,167.9,176.7,170.59,145.09,109.78,80.71,76.83,57.38138206314189,144.05
2005-03-24,151.6,144.05,144.05,144.05,748300.0,-0.05,151.6,159.55,167.9,168.48,147.19,111.19,81.24,77.21,52.329266470454925,136.85
