Date,Open,High,Low,Close,Volume,pct_change,Lag1,Lag2,Lag3,MA_9,MA_21,MA_50,MA_150,MA_200,RSI_14,Target
2007-02-01,124.5,127.2,124.6,126.25,56855100.0,0.01,124.5,121.8,121.25,119.77,117.85,120.77,129.67,134.47,67.53167120130074,131.8
2007-02-02,126.25,132.0,126.25,131.8,78647300.0,0.04,126.25,124.5,121.8,121.34,118.66,120.8,129.63,134.35,74.92558854454403,130.9
2007-02-06,131.8,134.8,130.3,130.9,49393400.0,-0.01,131.8,126.25,124.5,123.0,119.42,120.92,129.58,134.2,72.05981411586698,130.0
2007-02-07,130.9,131.35,128.25,130.0,40574000.0,-0.01,130.9,131.8,126.25,124.53,120.15,120.97,129.52,134.05,69.20906180221402,130.2
2007-02-08,130.0,131.5,129.3,130.2,38891600.0,0.0,130.0,130.9,131.8,126.08,120.96,120.99,129.5,133.89,69.49784310296074,129.75
2007-02-09,130.2,133.45,128.7,129.75,71548500.0,-0.0,130.2,130.0,130.9,127.38,121.68,120.89,129.52,133.73,67.95356472177609,126.95
2007-02-12,129.75,130.65,126.05,126.95,20402600.0,-0.02,129.75,130.2,130.0,128.02,122.06,120.76,129.57,133.52,59.146811906995914,126.0
2007-02-13,126.95,126.75,123.75,126.0,33199600.0,-0.01,126.95,129.75,130.2,128.48,122.46,120.68,129.58,133.33,56.47262477975716,122.95
2007-02-14,126.0,127.4,120.5,122.95,39606500.0,-0.02,126.0,126.95,129.75,128.31,122.74,120.53,129.52,133.13,48.83812855748524,123.2
2007-02-15,122.95,123.8,121.7,123.2,11587900.0,0.0,122.95,126.0,126.95,127.97,123.06,120.43,129.43,132.93,49.44146800179018,122.5
2007-02-16,123.2,123.7,120.8,122.5,12709400.0,-0.01,123.2,122.95,126.0,126.94,123.27,120.33,129.38,132.73,47.7437160812827,126.3
2007-02-19,122.5,126.45,121.6,126.3,23271500.0,0.03,122.5,123.2,122.95,126.43,123.62,120.44,129.33,132.56,56.480255657625705,123.75
2007-02-20,126.3,127.25,123.2,123.75,29105400.0,-0.02,126.3,122.5,123.2,125.73,123.92,120.54,129.27,132.35,50.39186357283079,123.15
2007-02-21,123.75,124.4,121.75,123.15,21226500.0,-0.0,123.75,126.3,122.5,124.95,124.18,120.56,129.21,132.16,49.05200645160377,122.0
2007-02-22,123.15,123.95,121.65,122.0,10050300.0,-0.01,123.15,123.75,126.3,124.09,124.46,120.53,129.16,131.95,46.49999706140066,122.8
2007-02-23,122.0,123.7,122.3,122.8,15016000.0,0.01,122.0,123.15,123.75,123.63,124.78,120.55,129.15,131.78,48.50701115407216,121.5
2007-02-26,122.8,124.65,121.35,121.5,23012500.0,-0.01,122.8,122.0,123.15,123.13,125.03,120.55,129.13,131.58,45.518708399228714,122.25
2007-02-27,121.5,122.5,120.65,122.25,20468900.0,0.01,121.5,122.8,122.0,123.05,125.23,120.57,129.07,131.37,47.52714162057316,119.25
2007-02-28,122.25,121.35,119.25,119.25,19649900.0,-0.02,122.25,121.5,122.8,122.61,125.13,120.52,128.96,131.15,41.01404812115023,118.85
2007-03-01,119.25,120.75,117.7,118.85,17228600.0,-0.0,119.25,122.25,121.5,122.21,124.99,120.47,128.85,130.94,40.22257010893071,118.0
2007-03-02,118.85,119.85,117.35,118.0,8752200.0,-0.01,118.85,119.25,122.25,121.28,124.68,120.38,128.75,130.72,38.521384413437076,115.3
2007-03-05,118.0,117.7,114.65,115.3,14261400.0,-0.02,118.0,118.85,119.25,120.34,124.16,120.22,128.6,130.52,33.6525069039399,115.25
2007-03-06,115.3,116.9,114.8,115.25,10006800.0,-0.0,115.3,118.0,118.85,119.47,123.37,120.17,128.45,130.31,33.5678929544064,118.8
2007-03-07,115.25,119.35,115.3,118.8,12898000.0,0.03,115.25,115.3,118.0,119.11,122.8,120.22,128.33,130.12,44.2800782232972,120.55
2007-03-08,118.8,120.9,118.0,120.55,28055400.0,0.01,118.8,115.25,115.3,118.86,122.35,120.26,128.22,129.94,48.67380919069171,120.65
2007-03-09,120.55,122.2,119.65,120.65,32054400.0,0.0,120.55,118.8,115.25,118.77,121.89,120.37,128.1,129.78,48.921669104854466,119.05
2007-03-12,120.65,120.4,119.0,119.05,10792100.0,-0.01,120.65,120.55,118.8,118.41,121.38,120.45,127.95,129.65,45.163634211906924,118.2
2007-03-13,119.05,119.5,118.05,118.2,7661000.0,-0.01,119.05,120.65,120.55,118.29,120.97,120.51,127.8,129.48,43.26232385964689,116.4
2007-03-14,118.2,118.0,116.3,116.4,7075400.0,-0.02,118.2,119.05,120.65,118.02,120.51,120.53,127.63,129.35,39.4726751429244,118.0
2007-03-15,116.4,118.3,116.25,118.0,11091200.0,0.01,116.4,118.2,119.05,118.02,120.27,120.58,127.48,129.2,44.155437956382436,117.65
2007-03-16,118.0,119.0,117.55,117.65,7506300.0,-0.0,118.0,116.4,118.2,118.28,120.01,120.64,127.3,129.05,43.36508044939029,115.5
2007-03-19,117.65,118.5,115.25,115.5,9064500.0,-0.02,117.65,118.0,116.4,118.31,119.68,120.65,127.12,128.89,38.77380917692547,116.9
2007-03-20,115.5,117.65,115.75,116.9,9682100.0,0.01,115.5,117.65,118.0,118.1,119.23,120.7,126.95,128.7,43.00537369369889,116.7
2007-03-21,116.9,117.75,116.1,116.7,7737700.0,-0.0,116.9,115.5,117.65,117.67,118.89,120.77,126.78,128.53,42.55291422894555,116.8
2007-03-22,116.7,117.3,116.45,116.8,3546400.0,0.0,116.7,116.9,115.5,117.24,118.59,120.81,126.6,128.39,42.876527437827335,117.2
2007-03-26,116.8,118.0,117.0,117.2,7132700.0,0.0,116.8,116.7,116.9,117.04,118.36,120.78,126.4,128.3,44.2298603516169,118.2
2007-03-27,117.2,118.45,117.4,118.2,13835400.0,0.01,117.2,116.8,116.7,117.04,118.14,120.78,126.22,128.21,47.57383391054018,117.75
2007-03-28,118.2,118.95,117.0,117.75,7659300.0,-0.0,118.2,117.2,116.8,117.19,117.96,120.8,126.06,128.16,46.230491245735585,117.6
2007-03-29,117.75,117.85,116.75,117.6,8136700.0,-0.0,117.75,118.2,117.2,117.14,117.74,120.82,125.91,128.07,45.76658460578203,118.8
2007-03-30,117.6,118.95,117.8,118.8,14735300.0,0.01,117.6,117.75,118.2,117.27,117.72,120.84,125.81,127.97,50.082103542228616,118.5
2007-04-02,118.8,118.95,118.1,118.5,2586400.0,-0.0,118.8,117.6,117.75,117.61,117.7,120.83,125.71,127.87,49.03167268145431,118.7
2007-04-03,118.5,119.15,118.3,118.7,9178200.0,0.0,118.5,118.8,117.6,117.81,117.74,120.85,125.58,127.76,49.78778740319887,117.55
2007-04-04,118.7,119.6,117.45,117.55,12369100.0,-0.01,118.7,118.5,118.8,117.9,117.85,120.85,125.45,127.67,45.59893957236781,118.85
2007-04-05,117.55,119.05,117.1,118.85,10889500.0,0.01,117.55,118.7,118.5,118.13,118.02,120.91,125.33,127.62,50.6532351771662,119.25
2007-04-06,118.85,119.6,118.5,119.25,16375900.0,0.0,118.85,117.55,118.7,118.36,118.04,120.97,125.23,127.56,52.12705614155657,119.3
2007-04-09,119.25,119.75,118.7,119.3,1651600.0,0.0,119.25,118.85,117.55,118.48,117.98,121.03,125.16,127.52,52.31875886913302,119.6
2007-04-10,119.3,120.75,119.0,119.6,4589800.0,0.0,119.3,119.25,118.85,118.68,117.93,121.06,125.09,127.51,53.52137591307661,121.25
2007-04-11,119.6,121.3,119.7,121.25,3734900.0,0.01,119.6,119.3,119.25,119.09,118.03,121.06,125.06,127.54,59.56242396915501,121.8
2007-04-12,121.25,122.25,120.9,121.8,6992800.0,0.0,121.25,119.6,119.3,119.42,118.2,121.06,125.07,127.54,61.36503878671598,123.15
2007-04-13,121.8,123.6,121.75,123.15,4319500.0,0.01,121.8,121.25,119.6,119.94,118.53,121.03,125.06,127.53,65.43768268034478,120.6
2007-04-16,121.4,121.95,120.6,120.6,13424300.0,-0.02,123.15,121.8,121.25,120.15,118.65,120.92,125.01,127.48,53.88342069373931,120.2
2007-04-17,120.6,121.2,119.05,120.2,13658300.0,-0.0,120.6,123.15,121.8,120.44,118.77,120.69,124.95,127.39,52.32275669978355,124.55
2007-04-18,120.2,125.3,120.6,124.55,58793200.0,0.04,120.2,120.6,123.15,121.08,119.2,120.56,124.92,127.32,64.39896977796298,122.9
2007-04-19,124.55,124.75,122.55,122.9,25518700.0,-0.01,124.55,120.2,120.6,121.48,119.49,120.42,124.86,127.24,58.36061203641112,121.75
2007-04-20,122.9,123.45,121.6,121.75,10829000.0,-0.01,122.9,124.55,120.2,121.76,119.73,120.25,124.81,127.19,54.523353520071126,120.35
2007-04-23,121.75,121.8,120.1,120.35,6619100.0,-0.01,121.75,122.9,124.55,121.84,119.9,120.06,124.77,127.16,50.196340920259544,122.05
2007-04-24,120.35,122.7,121.35,122.05,15451300.0,0.01,120.35,121.75,122.9,121.93,120.13,119.96,124.73,127.17,54.87897406616386,121.75
2007-04-25,122.05,122.9,121.65,121.75,13275400.0,-0.0,122.05,120.35,121.75,121.92,120.3,119.88,124.71,127.15,53.9155882498037,122.45
2007-04-26,121.75,122.9,121.45,122.45,15781400.0,0.01,121.75,122.05,120.35,121.84,120.52,119.87,124.68,127.1,55.86257383816572,123.35
2007-04-27,122.45,123.95,122.9,123.35,25809200.0,0.01,122.45,121.75,122.05,122.15,120.8,119.87,124.67,127.04,58.30181634326995,122.95
2007-04-30,123.35,123.8,122.6,122.95,9496300.0,-0.0,123.35,122.45,121.75,122.46,120.99,119.88,124.63,127.0,56.79938790284882,123.75
2007-05-02,122.95,124.0,122.85,123.75,20623900.0,0.01,122.95,123.35,122.45,122.37,121.24,119.83,124.61,126.96,59.071115720060746,122.85
2007-05-03,123.75,124.4,122.8,122.85,16358600.0,-0.01,123.75,122.95,123.35,122.36,121.44,119.81,124.59,126.91,55.53313246565646,124.3
2007-05-04,122.85,125.0,122.6,124.3,36845100.0,0.01,122.85,123.75,122.95,122.64,121.76,119.83,124.58,126.87,59.71904835682048,119.0
2007-05-07,124.3,124.1,118.1,119.0,30687000.0,-0.04,124.3,122.85,123.75,122.49,121.77,119.77,124.55,126.81,43.57306171097239,120.55
2007-05-08,119.0,121.25,119.05,120.55,17630200.0,0.01,119.0,124.3,122.85,122.33,121.83,119.73,124.52,126.8,48.00086521731254,120.0
2007-05-09,120.55,121.6,119.65,120.0,16586700.0,-0.0,120.55,119.0,124.3,122.13,121.86,119.7,124.48,126.77,46.603418358910574,119.15
2007-05-10,120.0,120.5,118.9,119.15,11429800.0,-0.01,120.0,120.55,119.0,121.77,121.84,119.64,124.42,126.71,44.44966651315279,118.85
2007-05-11,119.15,119.35,118.5,118.85,10609100.0,-0.0,119.15,120.0,120.55,121.27,121.73,119.63,124.38,126.63,43.68235633517133,118.05
2007-05-14,118.85,118.65,116.3,118.05,12563900.0,-0.01,118.85,119.15,120.0,120.72,121.55,119.61,124.34,126.54,41.619120980750964,119.2
2007-05-15,118.05,120.6,118.7,119.2,23009900.0,0.01,118.05,118.85,119.15,120.22,121.36,119.64,124.29,126.47,45.59705572715615,118.6
2007-05-16,119.2,120.4,117.7,118.6,16106700.0,-0.01,119.2,118.05,118.85,119.74,121.27,119.7,124.24,126.37,43.9157547346795,118.7
2007-05-17,118.6,119.25,118.4,118.7,4717500.0,0.0,118.6,119.2,118.05,119.12,121.2,119.77,124.18,126.28,44.284492983485706,120.0
2007-05-18,118.7,120.35,119.0,120.0,14165500.0,0.01,118.7,118.6,119.2,119.23,120.98,119.8,124.12,126.2,48.980626797407936,119.75
2007-05-21,120.0,120.45,119.5,119.75,8189900.0,-0.0,120.0,118.7,118.6,119.14,120.83,119.78,124.07,126.11,48.14028802771104,120.1
2007-05-22,119.75,120.5,119.7,120.1,9892700.0,0.0,119.75,120.0,118.7,119.16,120.75,119.77,124.01,126.02,49.44790908186895,120.85
2007-05-23,120.1,121.35,119.5,120.85,23310100.0,0.01,120.1,119.75,120.0,119.34,120.77,119.8,123.92,125.92,52.22766204948831,121.2
2007-05-24,120.85,121.7,120.75,121.2,18377800.0,0.0,120.85,120.1,119.75,119.61,120.73,119.86,123.84,125.82,53.512345640077505,122.55
2007-05-25,121.2,123.6,121.3,122.55,48579400.0,0.01,121.2,120.85,120.1,120.11,120.77,119.99,123.75,125.72,58.183437591934606,122.95
2007-05-28,122.55,123.4,122.35,122.95,16973000.0,0.0,122.55,121.2,120.85,120.52,120.8,120.09,123.65,125.63,59.48251250529563,121.8
2007-05-29,122.95,123.15,121.4,121.8,15930200.0,-0.01,122.95,122.55,121.2,120.88,120.72,120.17,123.56,125.52,54.26319450977204,121.5
2007-05-30,121.8,122.4,121.05,121.5,7678200.0,-0.0,121.8,122.95,122.55,121.19,120.65,120.29,123.47,125.41,52.957739263283436,122.45
2007-05-31,121.5,123.25,121.4,122.45,20056500.0,0.01,121.5,121.8,122.95,121.46,120.59,120.4,123.37,125.31,56.52460833236542,121.9
2007-06-01,122.45,123.0,121.6,121.9,10319700.0,-0.0,122.45,121.5,121.8,121.7,120.55,120.5,123.27,125.21,53.973082482433256,123.1
2007-06-04,121.9,123.1,121.5,123.1,15178400.0,0.01,121.9,122.45,121.5,122.03,120.49,120.63,123.18,125.11,58.3867286077637,122.6
2007-06-05,123.1,123.65,122.55,122.6,16939400.0,-0.0,123.1,121.9,122.45,122.23,120.66,120.74,123.05,124.99,55.978060789801816,123.65
2007-06-06,122.6,124.8,122.4,123.65,74859900.0,0.01,122.6,123.1,121.9,122.5,120.81,120.85,122.88,124.88,59.73468574040219,122.75
2007-06-07,123.65,124.45,122.6,122.75,25070800.0,-0.01,123.65,122.6,123.1,122.52,120.94,120.95,122.66,124.78,55.372904623732786,122.25
2007-06-08,122.75,123.25,121.65,122.25,11341300.0,-0.0,122.75,123.65,122.6,122.44,121.09,121.04,122.46,124.7,53.0551011477112,122.0
2007-06-11,122.25,123.25,121.55,122.0,4788100.0,-0.0,122.25,122.75,123.65,122.47,121.24,121.1,122.28,124.63,51.885652186954445,122.0
2007-06-12,122.0,122.75,121.65,122.0,2782800.0,0.0,122.0,122.25,122.75,122.52,121.42,121.17,122.14,124.58,51.885652186954445,123.1
2007-06-13,122.0,123.6,121.4,123.1,5129100.0,0.01,122.0,122.0,122.25,122.59,121.61,121.26,122.04,124.5,56.75037918104656,123.0
2007-06-14,123.1,123.8,122.55,123.0,2104400.0,-0.0,123.1,122.0,122.0,122.72,121.82,121.37,121.92,124.43,56.19413325302095,122.6
2007-06-15,123.0,123.8,122.6,122.6,4727300.0,-0.0,123.0,123.1,122.0,122.66,122.0,121.45,121.82,124.36,53.91760349082831,122.35
2007-06-18,120.6,122.4,121.1,122.35,20920900.0,-0.0,122.6,123.0,123.1,122.63,122.12,121.51,121.7,124.3,52.4864242034517,121.4
2007-06-19,122.35,123.0,121.1,121.4,10874600.0,-0.01,122.35,122.6,123.0,122.38,122.2,121.55,121.58,124.26,47.343692489198595,121.0
2007-06-20,121.4,121.75,120.4,121.0,6886900.0,-0.0,121.4,122.35,122.6,122.19,122.24,121.58,121.49,124.21,45.32973130191319,120.5
2007-06-21,121.0,121.35,120.3,120.5,3101100.0,-0.0,121.0,121.4,122.35,121.99,122.22,121.56,121.38,124.19,42.87455174874266,119.25
2007-06-22,120.5,120.9,118.6,119.25,8307900.0,-0.01,120.5,121.0,121.4,121.69,122.13,121.51,121.26,124.18,37.41814146791432,119.95
2007-06-25,119.25,120.3,119.25,119.95,5986300.0,0.01,119.25,120.5,121.0,121.46,122.0,121.45,121.15,124.16,41.878950049334684,120.0
2007-06-26,119.95,120.75,120.0,120.0,8611800.0,0.0,119.95,119.25,120.5,121.12,121.86,121.44,121.04,124.12,42.195892548706084,121.2
2007-06-27,120.0,121.6,120.35,121.2,10686400.0,0.01,120.0,119.95,119.25,120.92,121.84,121.46,120.98,124.08,49.3365429802982,120.35
2007-06-28,121.2,121.6,120.1,120.35,7880100.0,-0.01,121.2,120.0,119.95,120.67,121.78,121.37,120.95,124.03,45.08779981093827,119.8
2007-06-29,120.35,120.75,119.0,119.8,7849900.0,-0.0,120.35,121.2,120.0,120.38,121.65,121.31,120.9,123.98,42.535277860099015,122.0
2007-07-02,119.8,122.0,119.95,122.0,21541100.0,0.02,119.8,120.35,121.2,120.45,121.66,121.32,120.85,123.94,53.80159764224585,120.2
2007-07-03,122.0,122.5,120.15,120.2,9377700.0,-0.01,122.0,119.8,120.35,120.36,121.52,121.31,120.76,123.91,45.87648558668231,120.65
2007-07-04,120.2,121.3,120.1,120.65,5532400.0,0.0,120.2,122.0,119.8,120.38,121.43,121.28,120.67,123.87,47.94105868108178,121.0
2007-07-05,120.65,122.15,120.85,121.0,15760700.0,0.0,120.65,120.2,122.0,120.57,121.3,121.27,120.61,123.85,49.55289427863497,122.0
2007-07-06,121.0,122.7,120.9,122.0,35872800.0,0.01,121.0,120.65,120.2,120.8,121.27,121.26,120.55,123.83,53.940810633799046,121.7
2007-07-09,122.0,122.75,121.25,121.7,6362600.0,-0.0,122.0,121.0,120.65,120.99,121.24,121.23,120.51,123.81,52.46643026363431,120.6
2007-07-10,121.7,122.5,120.6,120.6,10888300.0,-0.01,121.7,122.0,121.0,120.92,121.17,121.18,120.47,123.77,47.355301830691495,120.5
2007-07-11,120.6,121.3,120.05,120.5,6815000.0,-0.0,120.6,121.7,122.0,120.94,121.1,121.12,120.46,123.74,46.90792499043644,120.85
2007-07-12,120.5,121.6,120.8,120.85,7433800.0,0.0,120.5,120.6,121.7,121.06,121.0,121.08,120.47,123.71,48.73346591833813,124.35
2007-07-13,120.85,124.7,120.75,124.35,54017300.0,0.03,120.85,120.5,120.6,121.32,121.06,121.08,120.49,123.71,62.58719821362619,123.1
2007-07-16,124.35,124.95,122.8,123.1,27342200.0,-0.01,124.35,120.85,120.5,121.64,121.08,121.16,120.49,123.7,56.69466942456724,123.75
2007-07-17,123.1,124.05,123.05,123.75,10745900.0,0.01,123.1,124.35,120.85,121.98,121.15,121.22,120.5,123.7,58.86352818128983,119.95
2007-07-18,123.75,123.6,119.0,119.95,17546400.0,-0.03,123.75,123.1,124.35,121.87,121.08,121.22,120.49,123.67,44.75241409737892,117.55
2007-07-19,119.95,120.75,117.05,117.55,17943600.0,-0.02,119.95,123.75,123.1,121.37,120.92,121.19,120.47,123.62,38.47841419914046,120.4
2007-07-20,117.55,121.1,117.25,120.4,19897400.0,0.02,117.55,119.95,123.75,121.23,120.91,121.22,120.46,123.59,47.83149584795603,121.85
2007-07-23,120.4,122.2,121.1,121.85,7856500.0,0.01,120.4,117.55,119.95,121.37,121.04,121.3,120.46,123.58,51.84289092836628,121.1
2007-07-24,121.85,122.0,120.95,121.1,5929100.0,-0.01,121.85,120.4,117.55,121.43,121.09,121.34,120.45,123.55,49.71357551602732,121.6
2007-07-25,121.1,122.0,120.5,121.6,8124000.0,0.0,121.1,121.85,120.4,121.52,121.17,121.4,120.44,123.53,51.153944333509926,122.15
2007-07-26,121.6,124.2,121.1,122.15,33148700.0,0.0,121.6,121.1,121.85,121.27,121.21,121.46,120.47,123.5,52.75696139690508,122.0
2007-07-27,122.15,123.15,121.45,122.0,23921300.0,-0.0,122.15,121.6,121.1,121.15,121.29,121.5,120.51,123.47,52.25330349705786,122.15
2007-07-30,122.0,122.75,121.75,122.15,7002100.0,0.0,122.0,122.15,121.6,120.97,121.4,121.55,120.53,123.44,52.73919762472474,122.6
2007-07-31,122.15,122.95,122.15,122.6,6375600.0,0.0,122.15,122.0,122.15,121.27,121.43,121.6,120.58,123.41,54.243573495309796,122.25
2007-08-01,122.6,122.75,121.85,122.25,3708800.0,-0.0,122.6,122.15,122.0,121.79,121.53,121.63,120.63,123.35,52.834880952889996,121.9
2007-08-02,122.25,122.6,121.7,121.9,4318800.0,-0.0,122.25,122.6,122.15,121.96,121.59,121.64,120.67,123.29,51.39742686096301,121.75
2007-08-03,121.9,122.3,121.55,121.75,2359100.0,-0.0,121.9,122.25,122.6,121.94,121.62,121.63,120.72,123.22,50.760040003929134,120.75
2007-08-06,121.75,121.7,120.5,120.75,5577900.0,-0.01,121.75,121.9,122.25,121.91,121.56,121.58,120.75,123.14,46.610158193586216,119.95
2007-08-07,120.75,121.0,119.1,119.95,5644600.0,-0.01,120.75,121.75,121.9,121.72,121.48,121.55,120.79,123.06,43.543193871311345,120.55
2007-08-08,119.95,120.75,120.05,120.55,1345300.0,0.01,119.95,120.75,121.75,121.54,121.48,121.53,120.82,122.98,46.392254161517,118.0
2007-08-09,120.55,118.65,115.6,118.0,15163800.0,-0.02,120.55,119.95,120.75,121.1,121.36,121.44,120.85,122.89,37.68750380078344,116.25
2007-08-10,118.0,119.65,115.9,116.25,13495600.0,-0.01,118.0,120.55,119.95,120.44,121.14,121.33,120.87,122.78,33.09772699742668,115.25
2007-08-13,116.25,117.15,114.85,115.25,7132800.0,-0.01,116.25,118.0,120.55,119.63,120.71,121.17,120.87,122.68,30.790167638199705,115.25
2007-08-15,115.25,115.9,114.3,115.25,10388300.0,0.0,115.25,116.25,118.0,118.85,120.33,121.02,120.85,122.54,30.79016763819971,114.1
2007-08-16,115.25,115.45,113.7,114.1,5942100.0,-0.01,115.25,115.25,116.25,117.98,119.87,120.83,120.82,122.37,28.170664016779014,115.0
2007-08-17,114.1,115.9,113.85,115.0,7310100.0,0.01,114.1,115.25,115.25,117.23,119.64,120.68,120.81,122.16,32.97644280275788,115.4
2007-08-20,115.0,116.05,115.05,115.4,2609100.0,0.0,115.0,114.1,115.25,116.64,119.54,120.54,120.8,121.98,35.056149655155465,111.0
2007-08-21,115.4,115.4,110.5,111.0,11357600.0,-0.04,115.4,115.0,114.1,115.64,119.09,120.32,120.75,121.79,25.633708104098915,111.0
2007-08-22,111.0,111.9,108.7,111.0,17631000.0,0.0,111.0,115.4,115.0,114.58,118.57,120.1,120.7,121.63,25.633708104098915,105.45
2007-08-23,111.0,111.7,105.45,105.45,25687400.0,-0.05,111.0,111.0,115.4,113.19,117.83,119.75,120.62,121.47,18.399213821535163,106.6
2007-08-24,105.45,107.1,104.05,106.6,11734100.0,0.01,105.45,111.0,111.0,112.12,117.11,119.42,120.55,121.29,23.233768800163684,104.9
2007-08-27,106.6,107.5,104.7,104.9,6196100.0,-0.02,106.6,105.45,111.0,110.97,116.29,119.06,120.47,121.13,21.231263116727025,106.2
2007-08-28,104.9,106.85,103.85,106.2,9647400.0,0.01,104.9,106.6,105.45,109.96,115.54,118.74,120.41,120.96,26.45168875132764,107.4
2007-08-29,106.2,108.0,105.9,107.4,9967900.0,0.01,106.2,104.9,106.6,109.22,114.84,118.46,120.35,120.8,30.997775328143117,107.9
2007-08-30,107.4,108.45,107.2,107.9,6663600.0,0.0,107.4,106.2,104.9,108.43,114.14,118.2,120.28,120.67,32.85994868010071,105.9
2007-08-31,107.9,109.25,105.05,105.9,13231600.0,-0.02,107.9,107.4,106.2,107.37,113.36,117.91,120.18,120.51,29.437742357436075,105.75
2007-09-03,105.9,106.15,104.4,105.75,6062000.0,-0.0,105.9,107.9,107.4,106.79,112.59,117.64,120.07,120.35,29.19218561294617,107.15
2007-09-04,105.75,107.5,105.15,107.15,8869000.0,0.01,105.75,105.9,107.9,106.36,111.89,117.38,119.95,120.21,34.66969944823202,110.0
2007-09-05,107.15,111.15,107.1,110.0,31365600.0,0.03,107.15,105.75,105.9,106.87,111.38,117.18,119.85,120.08,44.14262872481333,109.25
2007-09-06,110.0,110.7,108.9,109.25,9348000.0,-0.01,110.0,107.15,105.75,107.16,110.87,116.94,119.7,119.97,42.400263166630914,108.75
2007-09-07,109.25,110.9,108.55,108.75,12461600.0,-0.0,109.25,110.0,107.15,107.59,110.31,116.71,119.55,119.89,41.2318215120172,109.5
2007-09-10,108.75,110.25,107.75,109.5,8233300.0,0.01,108.75,109.25,110.0,107.96,109.9,116.5,119.41,119.8,43.73644026169035,111.7
2007-09-11,109.5,111.85,109.65,111.7,24586500.0,0.02,109.5,108.75,109.25,108.43,109.69,116.3,119.29,119.71,50.412466095934604,114.4
2007-09-12,111.7,114.7,112.0,114.4,29623800.0,0.02,111.7,109.5,108.75,109.16,109.65,116.18,119.19,119.61,57.13481797236461,114.6
2007-09-13,114.4,115.25,113.35,114.6,17971700.0,0.0,114.4,111.7,109.5,110.12,109.62,116.06,119.1,119.52,57.59341678700702,114.5
2007-09-14,114.6,115.3,113.7,114.5,3512100.0,-0.0,114.6,114.4,111.7,111.09,109.64,115.93,119.03,119.44,57.263532916179244,114.4
2007-09-17,114.5,114.95,113.0,114.4,1175100.0,-0.0,114.5,114.6,114.4,111.9,109.61,115.78,118.97,119.36,56.91247369613816,115.65
2007-09-18,114.4,116.4,114.8,115.65,3954000.0,0.01,114.4,114.5,114.6,112.53,109.62,115.66,118.92,119.3,60.19727949248964,118.2
2007-09-19,115.65,118.2,116.25,118.2,3422000.0,0.02,115.65,114.4,114.5,113.52,109.96,115.61,118.89,119.25,65.90726302279147,118.0
2007-09-20,118.2,119.25,117.55,118.0,3169800.0,-0.0,118.2,115.65,114.4,114.55,110.3,115.56,118.84,119.24,65.11822281123854,114.8
2007-09-21,114.5,115.0,113.6,114.8,5277800.0,-0.03,118.0,118.2,115.65,115.14,110.74,115.44,118.78,119.22,53.98239143925009,115.25
2007-09-24,114.8,115.7,114.65,115.25,4668900.0,0.0,114.8,118.0,118.2,115.53,111.15,115.26,118.72,119.18,55.144073171312705,114.7
2007-09-25,115.25,115.5,114.65,114.7,4541700.0,-0.0,115.25,114.8,118.0,115.57,111.62,115.09,118.67,119.14,53.37069708119108,115.1
2007-09-26,114.7,116.3,114.25,115.1,8501000.0,0.0,114.7,115.25,114.8,115.62,112.04,114.92,118.62,119.1,54.51631458163078,115.4
2007-09-27,115.1,116.45,114.9,115.4,7481300.0,0.0,115.1,114.7,115.25,115.72,112.42,114.83,118.58,119.07,55.40132547161124,115.0
2007-09-28,115.4,115.8,114.1,115.0,4256000.0,-0.0,115.4,115.1,114.7,115.79,112.76,114.77,118.53,119.04,53.89551938232923,118.5
2007-10-01,115.0,118.95,116.5,118.5,20841900.0,0.03,115.0,115.4,115.1,116.11,113.36,114.74,118.53,119.03,63.29608560954663,121.25
2007-10-02,118.5,121.65,119.25,121.25,27377300.0,0.02,118.5,115.0,115.4,116.44,114.1,114.72,118.54,119.03,68.69677600446602,125.5
2007-10-03,121.25,125.85,122.25,125.5,56609700.0,0.04,121.25,118.5,115.0,117.28,114.97,114.81,118.59,119.04,74.85470358392136,125.0
2007-10-04,125.5,126.0,123.5,125.0,26937300.0,-0.0,125.5,121.25,118.5,118.41,115.69,114.88,118.66,119.05,73.03442082588828,123.55
2007-10-05,125.0,126.6,123.05,123.55,14884400.0,-0.01,125.0,125.5,121.25,119.33,116.37,114.91,118.71,119.08,67.87928954107304,125.4
2007-10-08,123.55,126.45,124.5,125.4,27735400.0,0.01,123.55,125.0,125.5,120.52,117.16,114.98,118.76,119.12,70.71907387308337,130.45
2007-10-09,125.4,130.45,126.0,130.45,88169400.0,0.04,125.4,123.55,125.0,122.23,118.16,115.14,118.82,119.18,76.75930614145362,129.8
2007-10-11,130.45,131.0,128.3,129.8,35249600.0,-0.0,130.45,125.4,123.55,123.83,119.02,115.29,118.89,119.26,74.62546281175128,132.8
2007-10-17,129.8,132.95,128.8,132.8,66430600.0,0.02,129.8,130.45,125.4,125.81,119.9,115.5,118.98,119.35,77.70591033167665,131.8
2007-10-18,132.8,133.8,131.65,131.8,26481900.0,-0.01,132.8,129.8,130.45,127.28,120.72,115.7,119.07,119.43,74.46096221533995,130.35
2007-10-19,131.8,132.25,130.1,130.35,16136300.0,-0.01,131.8,132.8,129.8,128.29,121.47,115.87,119.16,119.5,69.90268978709467,125.75
